city,population,lat,lon,region_name,region_name_ao,region_iso_code,federal_district,okato,oktmo,kladr_id,fias_id,place_id
Краснослободск,17.1,48.7068721,44.5630857,Волгоградская область,,RU-VGG,Южный,18251507000,18651107001,3402800200000,68e32d89-51bb-4030-b697-ceca53b9e740,259836972.0
Ленинск,14.4,48.6936061,45.1992692,Волгоградская область,,RU-VGG,Южный,18230501000,18630101001,3401700100000,bee1ee84-fdcf-45b2-8c87-7b015efc4332,258963480.0
Михайловка,57.4,50.0708719,43.2401512,Волгоградская область,,RU-VGG,Южный,18420000000,18720000001,3400000400000,f02dbf6d-57ad-49bc-8011-603bf7126bb5,258284884.0
Николаевск,13.4,50.0165306,45.4731658,Волгоградская область,,RU-VGG,Южный,18236501000,18636101001,3402000100000,8680a7a3-5c93-4c0d-ae64-d828306b2310,258452642.0
Новоаннинский,15.9,50.5296067,42.6666439,Волгоградская область,,RU-VGG,Южный,18238501000,18638101001,3402100100000,254f7c3a-fc21-4405-8779-eee0a7a5c63f,115481421.0
Палласовка,14.5,50.0500944,46.8804277,Волгоградская область,,RU-VGG,Южный,18245501000,18645101,3402400100000,e6891ad3-e99a-48fa-93e5-805da20e849c,258834480.0
Петров Вал,12.4,50.1380557,45.20914,Волгоградская область,,RU-VGG,Южный,18218503000,18618103001,3401100200000,02324444-36d6-4af8-a9af-15b77576adea,258830437.0
Серафимович,8.6,49.5663183,42.7360402,Волгоградская область,,RU-VGG,Южный,18250501000,18650101001,3402700100000,fb921dd7-0b8e-42a6-a5bb-3d1387f090d0,258709436.0
Суровикино,18.2,48.618917,42.8541163,Волгоградская область,,RU-VGG,Южный,18253501000,18653101001,3403000100000,b5bab4ba-e94f-4178-b6f7-67e01c89bec2,124012393.0
Урюпинск,36.7,50.7903789,42.0288513,Волгоградская область,,RU-VGG,Южный,18425000000,18725000001,3400000500000,2e5879fc-35c2-4354-816b-f1fce74ece87,258651261.0
Фролово,36.2,49.7649148,43.6648641,Волгоградская область,,RU-VGG,Южный,18428000000,18728000001,3400000600000,57e3991f-e685-4ba2-9cef-9988e6fa5862,257545101.0
Бабаево,11.4,59.3892583,35.9377058,Вологодская область,,RU-VLG,Северо-Западный,19205501000,19605101001,3500200100000,e61e9415-3cdc-4e44-9cdf-a98662bab04f,258828090.0
Белозерск,8.6,60.0308381,37.7890586,Вологодская область,,RU-VLG,Северо-Западный,19210501000,19610101001,3500400100000,9444e5a5-b164-42b8-b4ff-e3b4c157fc54,109926396.0
Великий Устюг,31.0,60.7603913,46.3054414,Вологодская область,,RU-VLG,Северо-Западный,19410000000,19614101001,3500600100000,9db452cb-452a-4373-9610-a265b3b55653,259377853.0
Вологда,310.3,59.2483905,39.8355662,Вологодская область,,RU-VLG,Северо-Западный,19401000000,19701000001,3500000100000,023484a5-f98d-4849-82e1-b7e0444b54ef,258910249.0
Вытегра,10.2,61.0063465,36.4495137,Вологодская область,,RU-VLG,Северо-Западный,19222501000,19622101001,3500900100000,f66fbc22-445e-42ab-8f53-3de507d877c9,257267362.0
Грязовец,14.8,58.8757553,40.2485362,Вологодская область,,RU-VLG,Северо-Западный,19224501000,19624101001,3501000100000,aeee36bc-969a-4cc6-9fb3-5e237e776068,258830228.0
Кадников,4.5,59.5037764,40.3441148,Вологодская область,,RU-VLG,Северо-Западный,19238504000,19638104001,3501700200000,eb52b8bf-131d-4250-9a09-c0d41a7d42ee,109318613.0
Кириллов,7.5,59.8591523,38.3748782,Вологодская область,,RU-VLG,Северо-Западный,19228501000,19628101001,3501200100000,bfe722ba-8bfd-4dbd-acc5-73da667a0f95,259084669.0
Красавино,5.9,60.9612823,46.4814116,Вологодская область,,RU-VLG,Северо-Западный,19410501000,19614105001,3500600200000,78a546b6-196d-407f-a082-e7e85ff4acad,99103260.0
Никольск,7.9,59.5351837,45.4576137,Вологодская область,,RU-VLG,Северо-Западный,19234501000,19634101001,3501500100000,9b602724-8b73-4979-ae01-3ba8a22c93f2,259335064.0
Сокол,36.4,59.4758605,40.1114187,Вологодская область,,RU-VLG,Северо-Западный,19420000000,19638101001,3501700100000,500b9e8f-79cc-4c35-b497-110f550d6615,108332603.0
Тотьма,9.7,59.9734998,42.7589506,Вологодская область,,RU-VLG,Северо-Западный,19246501000,19646101001,3502000100000,3a0d6df8-c23f-4435-83bb-9f97dd2e3343,259707583.0
Устюжна,8.4,58.8383117,36.4425478,Вологодская область,,RU-VLG,Северо-Западный,19250501000,19650101001,3502200100000,3c2ceeea-04a9-4171-b4dd-341620290258,257960296.0
Харовск,8.8,59.9479423,40.2000298,Вологодская область,,RU-VLG,Северо-Западный,19252501000,19652101001,3502300100000,e5e0513c-fc84-4373-b3ee-05f8382f8110,117032422.0
Череповец,314.8,59.1269212,37.9090497,Вологодская область,,RU-VLG,Северо-Западный,19430000000,19730000001,3500000200000,b4c30848-5181-44b4-88fa-456e1c4aeb0f,259240544.0
Бобров,20.0,51.0901649,40.0318256,Воронежская область,,RU-VOR,Центральный,20204501000,20604101001,3600300100000,0a50bda2-e801-4e11-bcc0-8c6469d46a5d,259531607.0
Богучар,11.0,49.9352454,40.5590801,Воронежская область,,RU-VOR,Центральный,20205501000,20605101001,3600400100000,33b88f52-819d-4ba5-aa70-3fe4ccfd33d6,259364370.0
Борисоглебск,59.9,51.3655754,42.1008334,Воронежская область,,RU-VOR,Центральный,20410000000,20710000001,3600500100000,e5c49f70-5235-49ef-a16b-816114b36566,259422437.0
Бутурлиновка,24.0,50.8311818,40.5976923,Воронежская область,,RU-VOR,Центральный,20208501000,20608101001,3600600100000,b3c350d7-8c81-4016-b198-f197536e8321,259076821.0
Воронеж,1058.3,51.6593332,39.1969229,Воронежская область,,RU-VOR,Центральный,20401000000,20701000001,3600000100000,5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1,258682365.0
Калач,18.2,50.4242134,41.0162014,Воронежская область,,RU-VOR,Центральный,20215501000,20615101001,3601100100000,57a863b5-02a7-482a-8320-a3d165c4bfd0,259086324.0
Лиски,53.5,50.9945626,39.5184909,Воронежская область,,RU-VOR,Центральный,20221501000,20621101001,3601500100000,e0a82358-88c2-44ab-b402-c450e1aa52a8,112401820.0
Нововоронеж,31.5,51.3091524,39.2162843,Воронежская область,,RU-VOR,Центральный,20427000000,20727000001,3600000300000,c7cdacb9-6a1e-4402-8bc6-6ec36a42d05c,100532193.0
Новохоперск,5.9,51.0952211,41.6173404,Воронежская область,,RU-VOR,Центральный,20227501000,20627101001,3601800100000,43fe280f-6fa3-4a06-8daf-94586e2bea44,258925346.0
Острогожск,31.8,50.8677905,39.0407746,Воронежская область,,RU-VOR,Центральный,20231501000,20631101001,3602000100000,8434550d-dd9b-4bc7-8e5b-d43a991753e2,259356160.0
Павловск,24.5,50.453455,40.136874,Воронежская область,,RU-VOR,Центральный,20233501000,20633101001,3602100100000,f4a89d85-b770-4d58-b205-31165a9958b8,116999320.0
Поворино,16.7,51.1954419,42.2472726,Воронежская область,,RU-VOR,Центральный,20239501000,20639101001,3602400100000,9cb55edf-0fb2-46af-8f00-02b15c2f1644,259843347.0
Россошь,62.6,50.1701949,39.6226965,Воронежская область,,RU-VOR,Центральный,20247501000,20647101001,3602800100000,1ed74fcf-2dd0-460a-99b9-029ca382517d,258829190.0
Семилуки,27.0,51.6951644,39.0190454,Воронежская область,,RU-VOR,Центральный,20249501000,20649101001,3602900100000,15d507b5-f67e-4ee6-9f25-683562699fac,259082929.0
Эртиль,10.1,51.830932,40.8074182,Воронежская область,,RU-VOR,Центральный,20258501000,20658101001,3603300100000,fdbadb36-e4f6-4843-8f1f-80bd4fb4381e,259156945.0
Биробиджан,71.8,48.7946446,132.9217207,Еврейская автономная область,,RU-YEV,Дальневосточный,99401000000,99701000001,7900000100000,5d133391-46ee-496b-83a6-efeeaa903643,258903568.0
Облучье,8.4,49.0189345,131.0540102,Еврейская автономная область,,RU-YEV,Дальневосточный,99220501000,99620101001,7900300100000,b60c1e9f-9355-47ef-b5a3-82906d074bd4,131542776.0
Балей,10.7,51.5823759,116.6379549,Забайкальский край,,RU-ZAB,Дальневосточный,76206501000,76606101001,7500400100000,29a51a64-5ca3-4cc6-87ff-9cdfcc17642e,153167864.0
Борзя,29.2,50.3876058,116.5234779,Забайкальский край,,RU-ZAB,Дальневосточный,76209501000,76609101001,7500500100000,d4b135b9-4504-4bae-8585-da058d350f58,137038560.0
Краснокаменск,51.4,50.0929703,118.0323936,Забайкальский край,,RU-ZAB,Дальневосточный,76221501000,76621101001,7501100100000,3c9d5e9e-2922-4e9e-9e49-dbe6faf01fb2,259282076.0
Могоча,13.0,53.7361398,119.7660867,Забайкальский край,,RU-ZAB,Дальневосточный,76226501000,76626101001,7501400100000,29eb6b99-27ad-493c-9fd1-a83fe8acdf24,
Нерчинск,14.7,51.9594977,116.5852383,Забайкальский край,,RU-ZAB,Дальневосточный,76228501000,76628101,7501500100000,ba325548-ac92-4a21-904b-bb535e5fe249,127802565.0
Петровск-Забайкальский,15.8,51.2748592,108.846681,Забайкальский край,,RU-ZAB,Дальневосточный,76236501000,76715000001,7501900100000,b26bb2c1-f79b-4c97-9d2d-e73790cfe622,256784738.0
Сретенск,6.4,52.2461454,117.7117842,Забайкальский край,,RU-ZAB,Дальневосточный,76240501000,76640101001,7502100100000,f9dd7993-4953-4980-bbcc-2666b94b2a06,138252941.0
Хилок,10.3,51.3634856,110.4590898,Забайкальский край,,RU-ZAB,Дальневосточный,76247501000,76647101001,7502500100000,a4b18a69-c5df-4022-ba9b-a29f99acfa42,119657807.0
